gvkey,year,s_integrity,s_teamwork,s_innovation,s_respect,s_quality
023667,2014,2.1927,1.2435,5.1084,2.0981,1.3953
023671,2014,2.3029,2.549,4.2402,1.0664,2.2675
023697,2014,1.5611,1.914,4.8648,3.0602,1.7742
023714,2014,1.8433,2.513,2.8144,3.5549,1.1409
023767,2014,1.7038,1.2445,3.5448,0.5717,3.006
023773,2014,4.6761,4.2807,7.4642,3.1165,1.7583
023793,2014,1.6534,1.3229,2.9477,1.014,1.4461
023809,2014,1.378,0.8686,4.4386,1.3825,2.8178
023810,2014,1.4293,1.9483,5.2324,0.6033,4.1222
023812,2014,2.5917,3.8503,4.0345,3.2856,1.8169
023821,2014,3.476,3.4263,8.0418,2.6673,1.0726
023898,2014,2.382,2.8302,2.492,2.3427,4.1193
023943,2014,0.2556,2.8763,6.9891,1.2516,5.4559
023961,2014,1.5584,1.778,2.6195,1.0251,1.1429
023978,2014,3.4013,1.7712,4.9027,1.7134,2.6722
024005,2014,3.7599,0.8097,2.7981,1.6985,1.3012
024021,2014,2.447,1.6286,5.5993,1.8089,1.4985
024040,2014,2.8154,7.0207,7.3741,3.7359,1.2141
024096,2014,2.5067,3.5399,9.6857,4.0754,1.6576
024099,2014,0.7837,0.8927,4.2217,2.6858,1.2229
024113,2014,2.9778,1.7399,8.0878,3.7272,1.5072
024116,2014,1.5572,1.2329,4.6513,3.5566,1.5795
024171,2014,2.4018,1.5166,11.385,5.2274,2.2022
024197,2014,2.2991,2.4312,8.9584,5.9951,2.8519
024204,2014,2.2166,4.9315,2.2535,9.5294,2.8826
024216,2014,2.3299,2.78,3.5372,0.9337,1.8623
024232,2014,2.3608,1.1409,2.9677,3.0453,1.5655
024233,2014,3.7888,1.8406,2.3074,2.7797,1.1324
024234,2014,2.7241,2.5994,11.1261,5.2456,2.2769
024287,2014,4.2712,2.9102,2.1088,1.6755,0.7488
024291,2014,3.7761,2.8298,12.8558,7.2208,1.086
024293,2014,1.5065,0.7738,4.4902,1.0486,5.1426
024302,2014,3.3746,4.4009,6.9781,3.7097,0.8711
024316,2014,2.0275,1.4029,5.2598,2.0128,1.2865
024318,2014,3.8265,1.2827,3.1262,2.9423,0.6245
024344,2014,2.7428,3.7319,4.9838,1.7456,0.8296
024350,2014,1.5157,0.6542,2.6891,1.5401,0.7914
024352,2014,2.2564,6.4178,14.5191,6.0087,6.9082
024370,2014,2.9781,1.6509,2.6844,1.3848,2.9728
024396,2014,2.954,6.2984,5.2087,6.1968,2.3425
024405,2014,0.792,2.472,7.3973,2.5345,3.1461
024428,2014,2.6099,2.3182,3.9481,5.8305,5.3188
024430,2014,4.0863,1.3854,3.1365,3.8509,2.6392
024440,2014,4.2039,2.0258,2.0926,4.7181,1.1977
024447,2014,3.1534,2.0033,2.9902,2.2463,0.6669
024466,2014,1.5431,1.0759,2.49,2.549,0.8278
024468,2014,2.6033,3.4157,4.8095,2.3064,0.9241
024481,2014,3.0076,5.1023,9.2054,4.9178,1.5692
024483,2014,1.7426,1.2763,6.3459,3.0038,1.813
024533,2014,1.7172,2.2248,2.5627,2.6645,2.2632
024539,2014,2.1834,3.0475,7.0305,4.6528,1.3394
024544,2014,1.6108,0.2076,1.6187,3.338,0.7886
024578,2014,3.5829,2.0088,3.374,1.7678,1.277
024617,2014,2.0381,1.5105,3.2268,2.3817,6.4019
024620,2014,3.0521,1.7646,4.7808,3.724,1.0136
024625,2014,6.3197,2.029,3.9183,4.0982,1.5497
024632,2014,4.8547,2.6226,4.129,2.6339,2.3449
024658,2014,2.0971,7.6138,10.0006,3.963,4.3264
024670,2014,1.0129,5.4606,3.6983,6.1468,6.6195
024678,2014,1.8407,1.3603,5.0764,6.9889,1.0345
024708,2014,2.4226,1.9214,3.2785,1.0651,4.3916
024710,2014,3.1302,6.7909,1.2901,3.2638,0.6239
024720,2014,1.3032,0.854,2.6958,1.0353,3.8819
024725,2014,3.9435,1.8683,3.3768,5.882,1.3606
024731,2014,1.3257,2.7224,3.9237,1.6562,1.581
024750,2014,2.5356,1.651,5.1783,4.2078,0.4979
024755,2014,1.6214,1.7847,4.3326,0.6725,1.923
024782,2014,2.2198,2.3521,4.1326,1.4755,1.921
024783,2014,2.5927,2.2922,2.023,2.7466,2.1713
024795,2014,4.0776,5.3907,6.6363,0.8585,6.1118
024800,2014,2.7271,4.964,2.9506,1.2548,1.946
024803,2014,0.9447,2.0409,5.3999,1.3462,5.5907
024810,2014,2.2824,1.9079,1.7471,1.4489,2.2802
024825,2014,2.5163,1.8931,2.5381,1.8148,2.4297
024844,2014,2.7855,1.5889,7.8171,3.4237,1.2445
024853,2014,3.0203,2.8502,5.0466,6.039,2.7014
024856,2014,4.2264,3.3684,3.145,2.7956,0.9592
024878,2014,3.107,0.9769,1.3211,1.9476,1.8111
024888,2014,3.4652,4.786,3.44,6.9433,2.8213
024890,2014,3.2452,2.9684,4.9602,7.6134,1.5079
024893,2014,2.8085,2.0211,7.1663,3.6427,1.6857
024912,2014,2.4175,1.9755,5.125,2.5606,5.4053
024922,2014,5.2492,1.6153,6.2453,4.601,2.4752
024943,2014,0.2362,0.9878,1.8055,0.7232,3.7435
024975,2014,2.4551,2.6149,11.3426,2.6651,4.303
024978,2014,2.4474,1.2787,5.161,3.0952,1.2474
025030,2014,2.9545,2.7306,5.5653,5.2608,0.8628
025047,2014,2.6414,3.0088,0.7725,3.9072,0.8612
025056,2014,1.7702,3.3782,9.6841,2.9505,2.9292
025063,2014,2.4898,4.9503,2.6447,2.5858,0.9046
025069,2014,0.4177,1.0817,1.5002,3.3112,6.4701
025079,2014,1.4547,2.7371,2.4519,2.9913,2.4105
025092,2014,4.0548,0.9805,3.3652,1.2339,3.6003
025095,2014,3.5877,7.6853,6.6737,2.3415,2.0008
025108,2014,1.1453,0.8349,3.6465,1.8219,1.589
025110,2014,4.591,2.7493,6.8617,3.1751,2.2351
025119,2014,1.5552,1.0911,4.647,1.9957,2.882
025124,2014,1.7891,1.6834,2.6515,1.2466,3.276
025130,2014,1.5142,0.7074,3.7911,0.9453,1.658
025138,2014,1.3372,5.6585,5.9869,3.5758,3.5664
025157,2014,1.984,2.9898,10.3916,3.9888,0.8468
025160,2014,2.2529,2.5189,1.5096,1.2954,1.0201
025166,2014,1.1895,0.7457,2.9731,1.7035,1.9902
025167,2014,1.019,1.5751,5.9584,1.1917,1.7432
025173,2014,0.7758,0.5849,0.8311,1.8653,0.5932
025180,2014,1.7398,1.7129,3.0952,1.6324,2.7834
025186,2014,1.105,0.5106,2.1706,1.529,0.9686
025234,2014,1.1558,1.5767,6.9521,10.0078,1.1651
025241,2014,3.7226,8.6092,4.6109,6.9771,3.3006
025274,2014,0.8131,3.9131,3.5964,1.0931,3.4654
025279,2014,2.1523,2.5074,5.2736,3.0541,0.7584
025283,2014,1.5176,1.2689,9.5964,2.4583,1.5814
025296,2014,2.899,0.6954,4.8201,0.2545,0.8708
025302,2014,2.6048,6.635,3.0087,9.8404,6.3457
025313,2014,1.0937,1.9336,2.092,1.1895,2.2699
025318,2014,2.6377,2.4493,3.6526,9.4213,1.9807
025320,2014,1.9749,2.3103,11.5989,5.3571,2.2156
025330,2014,1.4021,2.4492,1.8972,2.8007,2.0454
025331,2014,3.8914,3.6539,6.7785,11.1011,1.7852
025339,2014,2.5299,1.8671,2.2266,3.313,5.1519
025340,2014,1.7682,0.7984,3.1515,4.1483,0.9131
025356,2014,4.4929,4.2852,5.3534,5.275,2.2956
025357,2014,1.4759,1.5792,8.7364,3.5026,1.6629
025361,2014,4.8453,1.3952,1.0039,3.5569,0.7124
025389,2014,1.7498,1.0017,2.607,1.7046,2.3348
025405,2014,2.4457,1.3544,3.9108,2.1953,2.6061
025430,2014,2.5173,3.568,4.8649,1.8112,4.5554
025509,2014,1.5446,0.977,2.0526,1.2875,3.04
025536,2014,2.1185,1.6739,8.3131,2.4479,2.8319
025572,2014,2.7517,0.9738,1.4968,1.4795,2.3368
025627,2014,2.4631,2.5457,2.3935,0.8475,4.305
025632,2014,2.3892,2.4979,2.4403,1.8335,0.7494
025633,2014,1.219,0.7411,1.1559,1.2421,1.8368
025648,2014,2.6555,4.7405,4.8841,2.0998,0.9437
025665,2014,1.5175,2.4912,2.4406,4.3517,2.0991
025676,2014,6.5409,5.4323,6.7654,3.2181,0.2509
025680,2014,3.2207,1.8517,2.6359,2.3703,1.9566
025714,2014,3.8618,2.6213,5.0527,3.3589,0.8928
025726,2014,2.8279,3.0305,4.3366,1.1235,3.3894
025737,2014,1.6209,0.7677,3.5639,1.5899,0.6682
025747,2014,0.4814,0.838,1.7547,0.6059,1.6179
025749,2014,2.6977,2.8262,4.4007,6.2493,3.0356
025751,2014,2.5051,0.9088,0.8798,1.7439,1.2542
025774,2014,2.4937,1.4326,7.1539,1.1674,3.3449
025792,2014,2.4069,2.4136,3.5258,1.5483,2.552
025843,2014,2.5692,0.7608,2.5393,1.2748,0.8513
025848,2014,1.0542,1.2928,1.8211,1.1903,1.9846
025850,2014,4.1105,2.6098,2.4364,3.7011,1.5105
025852,2014,3.4703,0.2528,2.1063,1.3082,1.9241
025870,2014,1.7228,1.9441,4.2614,1.0441,4.2311
025874,2014,1.8497,0.823,2.9713,0.9479,2.0048
025877,2014,3.1165,1.5016,1.4291,2.4547,0.5672
025880,2014,2.2463,2.1926,5.9833,5.6058,2.7499
025882,2014,1.5439,1.5384,6.1436,1.116,1.9844
025895,2014,2.816,1.572,2.1373,0.9926,1.8464
025906,2014,2.1414,3.6834,4.2163,6.899,1.6206
025915,2014,2.0355,1.3325,5.403,2.783,3.1299
025922,2014,1.4334,1.4921,1.9355,0.801,1.743
025923,2014,2.3183,1.342,3.0786,3.0623,2.9477
025924,2014,5.2722,5.597,7.3419,9.6147,2.277
025937,2014,2.6699,6.3841,5.9757,3.0074,1.5348
025946,2014,6.4728,3.8988,3.6565,2.3111,0.8115
025950,2014,1.5781,1.5685,5.0424,2.848,1.0253
025964,2014,2.3688,1.4585,2.8531,1.6559,4.341
025978,2014,1.3888,1.5531,7.3611,1.5345,8.3585
025979,2014,1.7075,3.5661,3.231,1.2746,0.6356
026011,2014,2.58,2.6715,9.185,2.5818,2.3101
026012,2014,3.1704,3.2319,8.7363,5.5293,4.0139
026013,2014,1.3169,0.5556,3.1915,0.8753,0.967
026037,2014,3.1958,2.5855,3.4866,3.9425,1.4092
026045,2014,2.7415,1.523,3.3446,0.259,1.607
026061,2014,2.0074,2.4997,5.4697,2.6356,1.5982
026069,2014,1.7273,1.0027,2.9829,1.5596,2.0999
026201,2014,2.0266,3.8617,2.2221,5.6365,1.4502
026539,2014,2.2553,1.6633,1.6161,0.9048,2.4759
026768,2014,2.3473,0.9239,1.589,0.9439,1.8367
026938,2014,5.0014,3.3422,5.4042,4.8133,3.3404
027013,2014,0.6963,0.6319,3.0825,0.7537,3.6262
027199,2014,3.2568,2.3277,4.5524,2.3428,2.6337
027760,2014,2.0499,2.5895,5.4289,1.091,1.588
027765,2014,7.7488,7.7835,4.6234,16.6509,1.4488
027776,2014,1.0898,0.429,2.6798,0.2641,2.2854
027780,2014,2.5376,2.6814,6.3285,3.5296,2.3329
027786,2014,1.9649,0.7988,8.1702,1.7681,1.758
027794,2014,1.5437,1.7008,5.981,0.6877,2.187
027810,2014,2,3.0329,4.547,3.7226,1.5058
027823,2014,2.2599,2.998,2.3129,3.0638,1.2674
027828,2014,2.113,2.7146,6.9154,2.7286,2.107
027845,2014,4.2994,3.4001,9.1402,5.8026,1.6043
027875,2014,1.0561,1.3873,3.0398,8.6991,1.3192
027913,2014,2.6618,2.1119,5.7372,1.5699,8.7493
027914,2014,3.5129,2.1398,3.8677,4.4425,0.8833
027920,2014,4.8481,11.4021,5.9401,4.8212,0.9144
027925,2014,2.421,4.5653,13.1079,3.8166,2.8169
027928,2014,2.2043,2.5247,10.1531,4.165,3.8685
027936,2014,2.4289,1.19,4.418,0.7643,0.3276
027938,2014,1.2987,0.4242,2.3059,4.2371,0.9027
027939,2014,1.5087,5.3312,0,2.0663,0
027960,2014,0.712,2.6562,2.2462,1.8935,2.2665
027965,2014,1.0756,2.6085,6.1743,1.5915,2.7275
027980,2014,1.735,1.5419,4.4049,1.9919,0.8282
027981,2014,2.1723,1.8113,8.3249,1.7604,2.7188
028018,2014,1.4137,2.4108,6.7976,1.38,2.2322
028027,2014,3.7477,4.9556,3.2474,7.1281,1.4767
028034,2014,6.2077,1.5301,4.2285,3.578,0.9176
028059,2014,1.5177,0.4833,2.2886,0.3714,1.3756
028075,2014,5.2678,3.8973,1.5094,2.0408,0
028080,2014,0.9185,1.416,1.4755,2.3818,6.954
028118,2014,1.1347,2.6223,11.0934,2.6068,1.2726
028139,2014,1.5353,2.6804,2.3622,0.8439,3.0733
028176,2014,1.2393,1.0873,4.2238,2.0234,1.6301
028180,2014,0.9968,1.7908,2.416,3.5197,3.2923
028191,2014,2.3451,0.8078,4.7579,3.9789,0.9842
028194,2014,1.3672,1.1253,4.3277,1.8597,1.3718
028195,2014,2.0783,1.26,5.0816,2.0927,1.8187
028209,2014,1.9214,3.8061,4.5293,0.9984,1.172
028216,2014,2.0715,0.9619,1.8933,1.0737,0.5852
028272,2014,2.1845,4.1525,4.4742,1.8404,1.0075
028317,2014,3.6602,1.0608,2.2954,0.7501,0.3932
028320,2014,2.2344,2.5974,7.1435,2.9186,2.8248
028322,2014,1.9145,1.3543,2.4382,2.9039,0.9754
028323,2014,3.9969,2.2479,4.9489,2.7537,0.974
028338,2014,2.8517,1.6744,3.1777,1.3913,2.4951
028340,2014,1.3247,2.4281,4.3343,4.4644,1.4006
028347,2014,3.1731,6.3315,8.2792,4.3982,5.2713
028349,2014,2.6978,2.3518,7.7705,3.7432,1.7368
028378,2014,1.6718,2.4664,10.4678,3.9736,0.9585
028380,2014,2.7188,1.3426,7.658,4.2132,1.1532
028383,2014,0.2023,3.513,2.1075,7.932,0.3324
028385,2014,5.2916,2.7305,3.9753,4.9166,3.1308
028397,2014,3.4026,1.7152,7.6576,5.2981,1.8951
028408,2014,1.8979,2.3069,4.3451,1.8112,3.4368
028410,2014,3.2368,1.3434,3.268,2.5604,1.2048
028415,2014,1.8865,1.4294,1.7338,1.3571,2.179
028456,2014,2.2795,1.9572,2.7683,1.2182,2.5152
028460,2014,2.799,2.1758,3.9511,2.478,3.2306
028462,2014,1.0118,1.1218,4.0403,0.8491,1.6854
028477,2014,1.4017,2.2866,7.9665,2.4714,3.4426
028520,2014,1.1529,2.4219,1.7994,1.5255,0.6208
028564,2014,0.9957,1.2372,3.5048,0.4331,1.2689
028590,2014,3.3304,2.7897,4.6628,1.9453,3.0841
028620,2014,1.6446,2.4189,0.7313,4.6989,1.7601
028629,2014,1.7736,1.9357,2.8211,4.2002,0.5738
028641,2014,1.4741,1.8007,6.8574,0.7669,4.1493
028648,2014,1.7012,2.4614,10.4239,2.4914,2.1497
028717,2014,3.8433,5.6996,8.9205,3.5883,2.3882
028733,2014,1.8413,1.0325,2.4764,3.3783,1.1665
028742,2014,1.2845,1.016,3.1436,1.2123,1.9865
028749,2014,1.7468,0.775,1.085,4.4538,1.0408
028762,2014,0.9117,2.5352,4.1764,3.1778,1.3846
028795,2014,2.1091,9.5315,1.527,2.3029,0.4264
028806,2014,1.8475,1.6664,2.856,2.3181,0.9985
028819,2014,4.2281,4.2185,7.0856,2.3144,3.1483
028838,2014,3.2631,2.1759,1.9705,2.2044,1.1213
028844,2014,2.6622,2.5333,3.5512,1.7697,1.8628
028853,2014,1.0059,2.0336,6.9185,0.9637,5.8075
028862,2014,4.0137,2.1999,2.8033,2.5362,0.9828
028877,2014,1.9112,4.0413,9.3887,1.4741,2.8109
028883,2014,2.6725,2.5095,3.2571,1.8473,2.0012
028903,2014,1.2055,0.9956,2.2968,2.1439,4.3831
028924,2014,6.4027,6.9756,7.9388,4.4343,1.4148
028930,2014,1.992,1.1493,2.388,2.5,0.584
028938,2014,2.2385,0.9363,5.38,1.9579,4.3257
028940,2014,1.7521,1.656,3.1358,1.451,2.2367
029001,2014,2.3016,3.2044,5.69,2.5876,2.3573
029011,2014,1.0243,1.3635,2.5327,2.4865,0.8486
029015,2014,1.243,1.9451,10.1255,2.4438,1.3406
029028,2014,1.298,0.8487,3.6026,4.1022,1.6609
029032,2014,2.0194,11.5061,3.4459,0.9744,1.5685
029039,2014,3.9482,3.8186,2.0585,1.678,0.6117
029052,2014,2.1129,1.1474,1.5191,1.888,1.0675
029082,2014,1.7062,2.3435,2.7063,1.712,1.1917
029086,2014,3.3916,11.0235,4.1224,2.5922,1.2399
029097,2014,2.4835,1.1812,1.9296,1.4588,0.6615
029099,2014,1.5643,1.0617,4.2711,2.6268,1.8842
029108,2014,1.724,0.847,1.7788,1.1663,4.2809
029127,2014,2.24,4.9898,3.8395,1.799,0.8656
029131,2014,2.7815,2.0469,4.4235,2.9441,4.4506
029133,2014,1.6629,2.1412,5.6961,1.3157,2.2415
029135,2014,1.6297,2.9087,3.0591,1.1975,2.8148
029150,2014,1.6424,1.4702,9.2684,3.3228,1.8346
029156,2014,2.7711,1.0309,2.467,3.0635,2.6341
029173,2014,2.2914,1.302,3.767,1.594,1.5498
029194,2014,8.2037,4.0883,3.3251,1.9937,2.1646
029206,2014,1.9624,1.37,2.279,2.708,5.8906
029211,2014,1.476,1.7559,4.8393,5.7474,1.171
029217,2014,1.4958,1.3279,3.4589,0.9271,1.3036
029268,2014,0.9763,0.7554,7.3205,0.6157,1.4867
029282,2014,2.3021,2.2538,3.2095,2.602,0.9992
029332,2014,6.5581,6.8739,2.8592,4.0931,1.1541
029359,2014,2.8626,1.2844,2.9389,7.5724,1.5145
029386,2014,1.1373,2.1745,4.0113,0.7915,2.8811
029389,2014,4.1696,2.3986,6.0787,2.7137,1.1756
029392,2014,2.1974,1.7412,3.9745,1.1747,1.8863
029433,2014,1.0688,0.2394,4.8635,1.2165,3.0086
029435,2014,0.6119,4.5889,10.3233,2.0988,5.0243
029478,2014,1.1638,3.6138,5.7356,2.3168,5.0297
029511,2014,1.1641,2.3364,2.3581,0.5079,3.4176
029517,2014,2.2082,2.4604,4.684,6.1038,1.8644
029552,2014,1.6455,0.5889,2.4086,3.2615,1.2461
029609,2014,1.561,1.9832,6.8091,2.4834,1.9616
029612,2014,1.7136,1.4473,2.5751,4.8743,8.5029
029627,2014,2.2306,2.6097,9.9946,3.0019,1.4934
029649,2014,1.393,0.8342,2.3048,1.9135,0.4712
029705,2014,1.3383,1.4624,2.3782,2.046,3.1045
029722,2014,1.433,4.3813,13.7008,2.2871,7.3586
029733,2014,1.9503,1.0351,2.3129,0.9588,1.174
029734,2014,1.3346,1.1294,3.2378,3.2929,1.6523
029736,2014,1.8373,1.7366,5.2939,2.2389,1.9109
029751,2014,1.1706,1.1973,3.0344,1.0552,2.3355
029755,2014,3.6874,0.9733,4.5569,4.8874,1.4283
029789,2014,2.615,2.3052,3.2032,2.6441,1.1939
029791,2014,1.6189,2.0722,7.9706,1.5333,5.3247
029804,2014,3.2136,1.8237,5.6192,3.4326,0.9636
029830,2014,1.6448,1.7829,4.6465,1.8273,4.3655
029837,2014,3.1791,4.7589,4.5243,2.2758,1.4699
029850,2014,4.2669,2.8576,3.605,1.2753,1.6854
029868,2014,2.0239,1.0911,4.8937,5.1355,1.2017
029870,2014,1.1796,1.8925,2.8677,1.7875,4.2415
029875,2014,1.7139,0.9234,1.6194,1.4039,0.8442
029887,2014,1.9207,1.939,4.0174,6.5684,1.2677
029894,2014,2.0948,1.0098,2.1593,2.7049,1.6335
029900,2014,2.0823,4.8968,5.684,4.8414,4.2216
029901,2014,2.2842,1.3375,4.1886,2.6403,2.926
029910,2014,2.212,5.8144,5.8172,2.2632,2.1875
029930,2014,0.968,0.745,4.2677,1.8667,3.9866
029955,2014,4.1388,2.4245,5.4147,3.6754,1.0508
029962,2014,1.8106,2.5245,2.4648,3.3596,2.2952
029968,2014,2.8312,2.0466,3.4356,2.9366,3.7218
029984,2014,1.708,1.6216,1.7937,0.8732,0.6764
029985,2014,2.5962,2.3817,4.3864,3.6401,1.0138
030007,2014,3.2995,5.0935,3.1216,6.2546,1.9239
030024,2014,2.3572,2.7433,4.3054,1.8457,2.4528
030029,2014,0.8846,1.4113,4.3698,1.158,4.6283
030032,2014,0.9978,0.6496,1.5379,1.1157,4.7987
030059,2014,1.4036,1.561,9.7642,2.1727,2.1437
030067,2014,2.3757,2.4167,4.0488,3.2389,0.5423
030075,2014,1.2554,1.3857,4.6844,1.8915,2.2053
030112,2014,3.5291,3.722,5.7941,3.5829,4.0233
030137,2014,2.5204,5.3703,5.2466,2.7321,2.0248
030146,2014,3.8665,4.1969,6.5495,4.6199,1.761
030170,2014,1.7423,1.7828,7.8321,1.2589,1.7095
030205,2014,3.2563,3.3801,3.3145,7.232,1.2159
030218,2014,4.2603,2.6919,3.2072,2.1234,0.9924
030220,2014,2.3646,1.6441,3.2533,1.5839,3.2725
030255,2014,3.0491,5.7447,3.7475,6.0244,1.8792
030259,2014,3.5648,2.0081,1.9504,3.2411,1.2042
030260,2014,1.0742,1.533,4.3769,2.1696,3.2812
030293,2014,2.0915,2.633,3.3687,2.7433,1.0785
030298,2014,1.0395,1.8605,3.497,3.184,1.6505
030312,2014,1.5883,2.3285,3.9301,3.5206,2.4606
030354,2014,2.2614,1.1815,3.3576,3.1831,0.9774
030369,2014,3.6013,4.1833,3.8159,8.7239,0.7987
030384,2014,0.732,0.9467,2.379,0.6513,1.8307
030443,2014,3.2876,1.6798,3.1968,1.4306,1.7138
030452,2014,2.3444,1.2339,2.4352,2.4846,0.9027
030463,2014,4.4779,1.5392,5.3518,1.7518,4.7615
030477,2014,2.7481,2.6582,4.0716,1.7076,2.4269
030490,2014,1.9419,0.8107,3.0301,2.2272,1.1436
030501,2014,3.6959,3.1977,3.7458,2.3912,0.6049
030536,2014,4.8111,3.4472,3.8767,3.0139,3.0504
030554,2014,2.5859,2.6606,2.5317,2.136,1.6941
030576,2014,1.343,0.893,1.5878,0.8356,4.2793
030580,2014,3.0468,2.4343,1.6543,0.9285,0.7844
030582,2014,3.9425,2.8469,1.7244,1.4502,1.6984
030612,2014,3.2044,1.6912,3.524,6.9562,0.89
030614,2014,2.5289,3.8246,7.8855,1.9617,3.8616
030637,2014,3.3472,4.473,5.3795,5.3363,1.4915
030649,2014,5.4967,6.8203,8.7403,8.2656,4.313
030651,2014,2.0878,1.7756,2.7137,1.2953,3.0258
030662,2014,2.9213,2.3939,8.5795,2.6932,1.8512
030674,2014,2.7151,5.4886,2.8226,2.6312,0.802
030710,2014,1.2115,0.7015,2.5731,0.5781,2.8133
030714,2014,2.8556,3.8739,10.0097,7.0415,6.1238
030747,2014,2.076,2.7537,2.0574,1.33,1.3349
030778,2014,0.9964,1.8526,1.9844,1.7907,0.7081
030806,2014,2.855,2.5404,2.2273,1.0179,1.6422
030807,2014,2.0453,1.3751,2.0811,1.1315,1.684
030821,2014,2.694,1.9262,5.3805,1.5233,4.1533
030822,2014,2.1801,1.073,1.5763,2.3111,0.4826
030847,2014,1.0968,2.9576,7.7688,2.3049,4.1697
030861,2014,1.9662,1.4387,4.9481,3.0957,4.6009
030870,2014,2.2735,3.1184,5.3868,4.5261,3.1103
030899,2014,4.0218,2.1451,3.439,3.0596,1.8282
030927,2014,3.6071,1.0356,2.2453,1.6,1.7917
030938,2014,0.8901,1.7161,2.1807,0,0
030950,2014,1.6972,3.4111,2.6747,1.7482,0.7052
030990,2014,3.1258,1.6972,6.8787,1.6447,1.3918
031122,2014,3.6026,2.9576,6.6887,11.7395,1.8215
031137,2014,2.4745,1.6297,7.9583,1.957,2.1916
031142,2014,1.974,2.4238,6.5115,1.562,3.0006
031170,2014,1.0573,1.2801,1.4954,0.3091,0.9563
031203,2014,2.3066,1.3485,2.4525,1.185,1.0886
031205,2014,2.4573,1.9972,5.0807,2.4281,1.3831
031214,2014,1.4095,1.1123,1.4977,2.4398,4.85
031224,2014,4.1392,1.4763,1.7499,4.0708,2.2796
031227,2014,1.6992,1.3485,5.7249,2.4335,1.2306
031255,2014,2.0117,5.4655,4.5911,2.1948,3.138
031368,2014,2.5753,2.1005,4.4026,5.6184,1.8072
031424,2014,4.8256,1.9661,1.1969,0.8666,5.6801
031453,2014,1.1123,1.784,1.6525,1.9412,3.2084
031460,2014,1.5569,2.3744,2.905,2.0493,1.7208
031477,2014,0.7203,1.5542,5.8424,0.7036,2.3247
031488,2014,0.9697,1.2689,3.2657,0.7169,3.1489
031519,2014,4.9385,1.8671,4.1388,2.2506,2.3767
031521,2014,3.3988,2.2101,4.0838,1.9225,2.7525
031560,2014,1.8441,1.9001,5.3529,1.8645,1.9868
031564,2014,3.9063,6.627,5.5542,2.6288,1.5098
031587,2014,1.6555,0.9134,6.6517,4.0045,2.4599
031602,2014,1.7073,1.0111,1.5397,2.8457,2.7412
031607,2014,0.8647,1.2722,4.1169,2.1831,2.7652
031616,2014,2.3529,3.2117,7.8617,6.2425,3.5225
031626,2014,2.0644,2.7109,3.2943,2.0873,2.7953
031673,2014,2.1237,5.7854,5.293,3.3571,3.3206
031674,2014,2.3273,5.7036,11.3897,1.3769,4.2351
031676,2014,1.0146,0.9074,1.6773,3.9224,1.6604
031692,2014,1.6517,1.322,2.4995,1.5683,1.4376
031743,2014,1.218,4.8474,3.4373,0.7838,1.9948
031752,2014,2.7759,1.8005,1.6943,3.0333,1.2357
031764,2014,1.6124,1.692,0.74,3.8158,1.5411
031843,2014,1.9354,4.2105,12.2261,2.1358,4.0345
031846,2014,3.0044,1.331,8.0794,3.215,1.3591
031881,2014,1.9967,1.9885,6.3083,1.9073,2.4776
031882,2014,4.1635,0.5525,7.296,1.0716,1.8837
031887,2014,3.7929,3.0544,5.6704,3.8526,2.0924
032280,2014,2.1948,2.4185,7.4573,2.8989,2.9941
032372,2014,1.799,1.0451,3.2344,1.0659,1.9216
060800,2014,3.7168,3.5618,5.8271,3.5129,1.93
060894,2014,2.0914,1.7221,5.5198,1.5485,3.7475
060900,2014,3.4093,4.4392,7.999,4.5064,2.3639
060902,2014,2.2915,1.7054,2.2746,1.5777,1.8213
060911,2014,6.6408,3.2678,2.136,3.6492,5.3606
060914,2014,1.7136,1.4261,3.0774,2.8977,0.7889
060931,2014,0.9667,1.3491,4.7284,1.6926,2.1013
060950,2014,1.5498,2.1914,2.4752,1.7349,0.3934
060979,2014,2.0146,2.3042,3.6901,2.4227,4.8489
060983,2014,0.6144,2.0865,0.7227,8.4059,0
060992,2014,2.0089,1.4295,4.9058,1.862,1.9709
061004,2014,5.5999,5.1435,2.9715,3.1326,1.1673
061028,2014,6.0292,2.0382,2.871,2.461,1.5047
061034,2014,1.6874,2.3419,3.6902,1.6617,2.8004
061064,2014,2.2743,1.8913,7.1891,4.4044,2.1515
061067,2014,1.8058,2.0813,2.1072,0.9314,0.855
061077,2014,3.2838,2.0954,3.3053,10.3719,1.1152
061129,2014,2.097,1.7356,3.2854,3.0246,0.5915
061140,2014,6.0465,7.4731,7.3476,9.1931,1.5256
061153,2014,1.3682,0.9027,2.1596,0.8407,2.0267
061155,2014,1.1788,1.3443,2.1787,1.0487,4.5592
061163,2014,2.0195,1.4067,3.3569,1.9438,0.8
061179,2014,2.1261,2.0462,6.0225,7.9811,1.5928
061181,2014,1.681,2.3455,4.7537,3.0733,1.7233
061188,2014,2.5182,1.6423,2.3715,4.4093,0.5726
061192,2014,3.1396,1.7806,7.115,2.5987,2.812
061214,2014,1.3874,1.5606,6.9053,1.1075,4.6898
061247,2014,3.0864,1.2123,6.9109,3.9904,0.2386
061285,2014,0.8196,4.8366,4.2068,3.2202,2.7365
061302,2014,3.6381,1.1021,2.2742,3.1319,0.4728
061321,2014,2.112,3.748,7.421,1.7948,3.9886
